[[ 0.64297312 -0.78958967  0.95866331  0.07503609 -0.05219257  0.61172533
   0.84932225 -0.03971371 -0.9521995  -0.3339815  -0.7571881   0.01835903
   0.62995746 -0.88978877 -0.92822535  0.96035864  0.9802627  -0.06834561
  -0.80484955  0.79571138  0.83833265 -0.33696846 -0.11815662 -0.19180986
   0.70599053 -0.9808701  -0.15552942  0.63444295  0.57212484 -0.99297577]
 [-0.4641921   0.97442576 -0.73768269 -0.97377796 -0.01526265 -0.74761559
   0.9957147   0.37323789 -0.03600292 -0.18934961  0.16075826 -0.14938083
   0.83442677 -0.35302422  0.18315519 -0.61981954 -0.24130583 -0.58526467
  -0.66759794 -0.19159103 -0.38454429 -0.28038889  0.5698047   0.97498365
  -0.67876361 -0.77078845  0.68199105  0.21175125  0.70894757  0.59400514]
 [-0.98787515 -0.27266828  0.71545349 -0.94055776 -0.02061072  0.18016802
   0.68363719  0.22149783  0.5246565   0.43900641  0.43739508  0.50613154
   0.66768194  0.16992769  0.24056997 -0.19423764 -0.21108592 -0.00618204
  -0.00161705 -0.61708003  0.42167519  0.36977052 -0.92121889 -0.37291415
   0.90210756 -0.42654959  0.91166536 -0.63349147  0.37515969 -0.34018418]
 [ 0.78895833  0.66168223  0.68764388 -0.15552994 -0.03853227 -0.60704884
  -0.06399785 -0.58835895  0.17963636 -0.41780136 -0.29663588 -0.98155496
  -0.27668783 -0.62954971  0.11021006  0.20830365 -0.94208343 -0.63633923
  -0.56796156 -0.22226359 -0.48157109  0.51068163 -0.45466021 -0.59458506
   0.16551261  0.83166702  0.26920084  0.09182228 -0.06302369 -0.79322005]
 [-0.0873007   0.86705029  0.81338071  0.21158322 -0.6095381   0.82611791
   0.14713789  0.02275028 -0.08323391 -0.36093928 -0.1275632  -0.22546582
  -0.67506162  0.43249855  0.37210055 -0.59395342 -0.16703503  0.94739752
  -0.19950533 -0.81264818  0.1120211  -0.34705929  0.2609037  -0.33212647
   0.97987356  0.22539817  0.04948521  0.99698338  0.94988511 -0.5269615 ]
 [ 0.81204068  0.04990979  0.15768959  0.42254445 -0.59820136 -0.01047776
  -0.2955718   0.385942   -0.92595538  0.24726365 -0.61450664  0.30210783
  -0.02223835  0.18826094 -0.42185924 -0.47871964  0.07250097  0.938057
  -0.78012032  0.63243562 -0.62939733 -0.91671822 -0.26613978 -0.82120097
   0.14320945  0.55747071 -0.02271007  0.24128445  0.26611851  0.2208403 ]
 [ 0.78896568  0.33100852 -0.08593398 -0.1552611  -0.73910861  0.78982047
   0.64145306 -0.8165244   0.20917035 -0.45392663  0.9350408   0.97960561
  -0.59343421 -0.2483136   0.36229047  0.36949046 -0.87721882  0.92288426
   0.30631311 -0.13010791 -0.36935134  0.88663617  0.83793228  0.19980475
  -0.71956098 -0.02840387  0.08581036  0.15727853 -0.70853507  0.38879712]
 [ 0.60946226 -0.99780753 -0.72096893 -0.81129858 -0.07304136 -0.24974264
   0.92306532 -0.06341163  0.05460404  0.5330357   0.52256567  0.16490715
   0.25074891 -0.31154773  0.5671479  -0.71034994 -0.73902003 -0.16436929
   0.87281529 -0.60163396 -0.55225112 -0.10263917 -0.90563316 -0.60823765
  -0.54287682  0.03667394 -0.22773058 -0.2916196   0.30991129 -0.42502624]
